name	family	genus	species
A58R_scaffold59|length_1506	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold58|length_1506	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold57|length_1506	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold56|length_1506	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A37R_scaffold2658|length_524	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold97|length_1595	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A39R_scaffold103|length_1186	Virgaviridae	Tobamovirus	Tomato mosaic virus
A57R_scaffold30|length_1142	unknown	unknown	Peach virus T
A58R_scaffold69|length_1479	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A37R_scaffold918|length_864	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A36R_scaffold88|length_1693	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold1299|length_547	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A45R_scaffold304|length_547	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold218|length_1046	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A25R_scaffold358|length_1047	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A40R_scaffold563|length_686	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A40R_scaffold318|length_1128	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold223|length_745	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold29|length_1613	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A40R_scaffold76|length_2227	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold999|length_604	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold692|length_546	Virgaviridae	Tobamovirus	Tomato mosaic virus
A51R_scaffold25|length_1279	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A40R_scaffold142|length_1764	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A23R_scaffold418|length_996	Alphaflexiviridae	Potexvirus	Cactus virus X
A58R_scaffold45|length_1532	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold44|length_1532	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold43|length_1532	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A29R_scaffold276|length_1118	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A46R_scaffold497|length_676	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A28R_scaffold24|length_2164	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A40R_scaffold456|length_854	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold2084|length_596	Betaflexiviridae	Carlavirus	Shallot latent virus
A37R_scaffold855|length_887	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A58R_scaffold16|length_1771	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A28R_scaffold1052|length_623	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold354|length_826	Alphaflexiviridae	Potexvirus	Cactus virus X
A37R_scaffold1557|length_688	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A58R_scaffold48|length_1513	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A40R_scaffold294|length_1220	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold124|length_840	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold19|length_1768	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A40R_scaffold722|length_526	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold60|length_1506	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold639|length_563	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A53R_scaffold909|length_611	Alphaflexiviridae	Potexvirus	Cactus virus X
A56R_scaffold132|length_1352	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A58R_scaffold83|length_1430	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A40R_scaffold372|length_1024	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold371|length_1024	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold370|length_1024	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold369|length_1024	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold366|length_1025	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold167|length_860	Virgaviridae	Tobamovirus	Tomato mosaic virus
A8R_scaffold735|length_758	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A16R_scaffold1738|length_640	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A36R_scaffold423|length_903	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold1070|length_767	Betaflexiviridae	Carlavirus	Shallot latent virus
A40R_scaffold156|length_1674	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold701|length_551	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A26R_scaffold11|length_3162	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A52R_scaffold828|length_581	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold493|length_1096	Betaflexiviridae	Carlavirus	Shallot latent virus
A39R_scaffold140|length_937	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A50R_scaffold316|length_683	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold515|length_671	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold18|length_1768	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold54|length_1512	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold66|length_1505	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A40R_scaffold297|length_1210	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A22R_scaffold85|length_1842	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A40R_scaffold395|length_986	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold166|length_785	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold177|length_1030	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A41R_scaffold118|length_1110	Virgaviridae	Tobamovirus	Rehmannia mosaic virus
A26R_scaffold1896|length_598	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A12R_scaffold1742|length_549	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A1R_scaffold396|length_961	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold445|length_528	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold335|length_602	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold373|length_1211	Betaflexiviridae	Carlavirus	Shallot latent virus
A35R_scaffold974|length_1034	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A1R_scaffold1297|length_509	Virgaviridae	Tobamovirus	Tomato mosaic virus
A46R_scaffold745|length_546	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A53R_scaffold89|length_1186	Alphaflexiviridae	Potexvirus	Cactus virus X
A32R_scaffold1354|length_536	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A45R_scaffold167|length_780	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold851|length_663	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A40R_scaffold317|length_1129	Virgaviridae	Tobamovirus	Tomato mosaic virus
A2R_scaffold37|length_3563	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold489|length_506	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold394|length_986	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold241|length_716	Virgaviridae	Tobamovirus	Tomato mosaic virus
A26R_scaffold54|length_2037	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A58R_scaffold40|length_1571	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A45R_scaffold127|length_833	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold1873|length_631	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A58R_scaffold84|length_1427	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A56R_scaffold622|length_590	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold672|length_560	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold1307|length_529	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold341|length_769	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A2R_scaffold1434|length_896	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold25|length_2245	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A39R_scaffold169|length_856	Virgaviridae	Tobamovirus	Tomato mosaic virus
A26R_scaffold26|length_2382	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A57R_scaffold252|length_675	unknown	unknown	Peach virus T
A40R_scaffold412|length_936	Virgaviridae	Tobamovirus	Tomato mosaic virus
A1R_scaffold558|length_812	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold4|length_4686	Virgaviridae	Tobamovirus	Paprika mild mottle virus
A36R_scaffold479|length_856	Virgaviridae	Tobamovirus	Tomato mosaic virus
A53R_scaffold1208|length_561	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold939|length_604	Alphaflexiviridae	Potexvirus	Cactus virus X
A38R_scaffold924|length_825	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A13R_scaffold2|length_3728	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A46R_scaffold349|length_800	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A53R_scaffold1660|length_506	Solemoviridae	Sobemovirus	Southern bean mosaic virus
A1R_scaffold484|length_870	Virgaviridae	Tobamovirus	Tomato mosaic virus
A43R_scaffold1|length_5436	Caliciviridae	Norovirus	Norwalk virus
A36R_scaffold641|length_753	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A16R_scaffold2491|length_524	Secoviridae	Fabavirus	Broad bean wilt virus 2
A13R_scaffold1|length_3728	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A43R_scaffold1002|length_502	Betaflexiviridae	Carlavirus	Shallot latent virus
A5R_scaffold1206|length_701	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold379|length_1017	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold429|length_908	Virgaviridae	Tobamovirus	Tomato mosaic virus
A13R_scaffold9|length_2878	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A56R_scaffold867|length_503	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A7R_scaffold1015|length_642	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A40R_scaffold146|length_1733	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold479|length_798	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold478|length_799	Virgaviridae	Tobamovirus	Tomato mosaic virus
A32R_scaffold44|length_1854	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A34R_scaffold639|length_778	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A40R_scaffold707|length_537	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold293|length_868	Alphaflexiviridae	Potexvirus	Cactus virus X
A26R_scaffold15|length_2914	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A15R_scaffold2211|length_593	Astroviridae	unknown	Astrovirus VA3
A37R_scaffold588|length_1020	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold702|length_551	Virgaviridae	Tobamovirus	Tomato mosaic virus
A55R_scaffold802|length_548	Betaflexiviridae	Carlavirus	Shallot latent virus
A28R_scaffold541|length_891	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A21R_scaffold29|length_2012	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A1R_scaffold452|length_895	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold481|length_511	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold267|length_689	Virgaviridae	Tobamovirus	Tomato mosaic virus
A57R_scaffold211|length_724	unknown	unknown	Peach virus T
A38R_scaffold363|length_1310	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A1R_scaffold483|length_870	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold585|length_611	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold214|length_1462	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A45R_scaffold255|length_622	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold371|length_740	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A38R_scaffold1736|length_592	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A22R_scaffold19|length_2428	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A26R_scaffold513|length_1050	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A39R_scaffold300|length_652	Virgaviridae	Tobamovirus	Tomato mosaic virus
A50R_scaffold773|length_502	Solemoviridae	Sobemovirus	Southern bean mosaic virus
A40R_scaffold512|length_752	Virgaviridae	Tobamovirus	Tomato mosaic virus
A42R_scaffold1172|length_647	Betaflexiviridae	Carlavirus	Shallot latent virus
A3R_scaffold72|length_1095	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold609|length_597	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A56R_scaffold112|length_1477	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A26R_scaffold205|length_1425	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold2415|length_548	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A53R_scaffold668|length_674	Alphaflexiviridae	Potexvirus	Cactus virus X
A40R_scaffold338|length_1101	Virgaviridae	Tobamovirus	Tomato mosaic virus
A26R_scaffold2162|length_560	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A24R_scaffold1575|length_593	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold2400|length_502	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A54R_scaffold476|length_587	Betaflexiviridae	Carlavirus	Shallot latent virus
A38R_scaffold1159|length_737	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A43R_scaffold9|length_2092	Caliciviridae	Norovirus	Norwalk virus
A46R_scaffold841|length_513	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A15R_scaffold897|length_921	Astroviridae	unknown	Astrovirus VA3
A26R_scaffold659|length_964	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A40R_scaffold446|length_872	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold430|length_693	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A40R_scaffold522|length_735	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold217|length_923	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A42R_scaffold1717|length_535	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A40R_scaffold743|length_504	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold758|length_536	Virgaviridae	Tobamovirus	Tomato mosaic virus
A46R_scaffold876|length_504	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A28R_scaffold833|length_719	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A58R_scaffold571|length_600	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A57R_scaffold113|length_888	unknown	unknown	Peach virus T
A42R_scaffold347|length_1038	Betaflexiviridae	Carlavirus	Shallot latent virus
A15R_scaffold249|length_1557	Astroviridae	unknown	Astrovirus VA3
A56R_scaffold479|length_699	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold2754|length_514	Potyviridae	Potyvirus	Chilli veinal mottle virus
A23R_scaffold79|length_1617	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A26R_scaffold463|length_1099	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A33R_scaffold664|length_868	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold81|length_1326	Virgaviridae	Tobamovirus	Tomato mosaic virus
A28R_scaffold437|length_987	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold1219|length_717	Betaflexiviridae	Carlavirus	Shallot latent virus
A36R_scaffold947|length_625	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold505|length_765	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A26R_scaffold669|length_957	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A56R_scaffold12|length_2851	Solemoviridae	Sobemovirus	Southern bean mosaic virus
A39R_scaffold395|length_566	Virgaviridae	Tobamovirus	Tomato mosaic virus
A20R_scaffold1|length_3164	unknown	Husavirus	Husavirus ACS200
A36R_scaffold952|length_624	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold340|length_1095	Virgaviridae	Tobamovirus	Tomato mosaic virus
A5R_scaffold638|length_943	Picornaviridae	Cardiovirus	Cardiovirus B
A49R_scaffold12|length_1806	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A58R_scaffold124|length_1197	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A56R_scaffold528|length_661	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold70|length_1762	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A59R_scaffold25|length_1231	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A26R_scaffold62|length_1959	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A15R_scaffold163|length_1827	Astroviridae	unknown	Astrovirus VA3
A53R_scaffold772|length_646	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold1115|length_570	Virgaviridae	Tobamovirus	Tomato mosaic virus
A26R_scaffold686|length_949	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A28R_scaffold303|length_1168	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A28R_scaffold577|length_871	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A15R_scaffold403|length_1281	Astroviridae	unknown	Astrovirus VA3
A37R_scaffold71|length_2041	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A12R_scaffold988|length_733	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A32R_scaffold1502|length_510	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A37R_scaffold380|length_1202	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold1554|length_688	Solemoviridae	Sobemovirus	Southern bean mosaic virus
A57R_scaffold398|length_570	unknown	unknown	Peach virus T
A38R_scaffold896|length_839	Betaflexiviridae	Carlavirus	Shallot latent virus
A20R_scaffold681|length_720	unknown	Husavirus	Husavirus ACS160
A42R_scaffold1035|length_685	Betaflexiviridae	Carlavirus	Shallot latent virus
A56R_scaffold601|length_602	Virgaviridae	Tobamovirus	Tomato mottle mosaic virus
A38R_scaffold125|length_1960	Solemoviridae	Sobemovirus	Southern bean mosaic virus
A37R_scaffold1998|length_608	Betaflexiviridae	Carlavirus	Shallot latent virus
A37R_scaffold708|length_950	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A56R_scaffold629|length_583	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A26R_scaffold146|length_1573	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A40R_scaffold590|length_644	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A56R_scaffold551|length_644	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A42R_scaffold1024|length_688	Betaflexiviridae	Carlavirus	Shallot latent virus
A40R_scaffold444|length_874	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold2099|length_541	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A56R_scaffold426|length_740	Secoviridae	Fabavirus	Broad bean wilt virus 2
A24R_scaffold385|length_1026	Astroviridae	unknown	Astrovirus VA3
A57R_scaffold194|length_748	unknown	unknown	Peach virus T
A37R_scaffold318|length_1287	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold319|length_1284	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold401|length_762	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold2264|length_568	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold48|length_1978	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A56R_scaffold520|length_669	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold697|length_666	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A24R_scaffold597|length_883	Astroviridae	unknown	Astrovirus VA3
A26R_scaffold55|length_2037	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A49R_scaffold789|length_556	Picornaviridae	Kobuvirus	Aichivirus A
A58R_scaffold739|length_516	Virgaviridae	Tobamovirus	Tomato mosaic virus
A33R_scaffold743|length_830	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold463|length_828	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold189|length_1784	Solemoviridae	Sobemovirus	Southern bean mosaic virus
A15R_scaffold341|length_1373	Astroviridae	unknown	Astrovirus VA3
A56R_scaffold471|length_702	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold1115|length_795	Solemoviridae	Sobemovirus	Southern bean mosaic virus
A13R_scaffold43|length_2254	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A56R_scaffold349|length_826	Solemoviridae	Sobemovirus	Southern bean mosaic virus
